song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,audio_valence
Revvin',64,236250,0.131,0.861,0.603,8.8e-06,0.179,-9.929,0.295,144.024,0.606
Fun With It,59,205061,0.407,0.7509999999999999,0.764,0.0,0.293,-5.388,0.377,141.534,0.856
Homerton B,68,190368,0.188,0.556,0.736,1.74e-06,0.0668,-7.78,0.285,98.228,0.396
Send Me the Money,20,237000,0.0261,0.7709999999999999,0.745,0.0,0.0636,-6.511,0.315,140.058,0.698
Ask Flipz,26,232586,0.2739999999999999,0.813,0.7140000000000001,0.0374,0.0899,-6.528,0.188,137.003,0.621
Done His Dance,54,196826,0.406,0.602,0.836,0.0,0.4579999999999999,-6.476,0.245,139.80100000000002,0.7120000000000001
Pure Water,64,187398,0.0256,0.594,0.7759999999999999,0.0,0.144,-4.289,0.287,138.149,0.402
Hype Ting,46,212302,0.0103,0.521,0.8390000000000001,0.0,0.3,-4.438,0.352,140.315,0.797
Who Am I? (feat. Bugzy Malone),69,191259,0.0946,0.7559999999999999,0.764,0.0,0.0909,-3.837,0.2289999999999999,132.07299999999998,0.642
Moscow,61,199446,0.22,0.534,0.648,2.09e-06,0.077,-4.891,0.123,139.761,0.1669999999999999
Yuck,14,153290,0.0769,0.865,0.65,0.0,0.249,-12.893,0.302,77.492,0.614
Coldest Flows,53,208879,0.104,0.8109999999999999,0.804,0.0,0.0627,-5.474,0.259,140.018,0.778
AND WHAT,57,224571,0.596,0.7759999999999999,0.657,0.0,0.141,-7.186,0.3389999999999999,139.746,0.507
Sunshine (feat. Craig David & Star.One),52,261887,0.0112,0.569,0.807,0.0002279999999999,0.151,-3.627,0.146,169.896,0.182
Alakazam (feat. JME & Denzel Curry),60,218000,0.381,0.812,0.574,0.0,0.129,-8.405,0.392,144.03,0.38
Ghost,56,179131,0.261,0.718,0.73,0.0,0.126,-5.012,0.289,144.94299999999998,0.379
We Don't Play,61,217471,0.0914,0.654,0.815,2.59e-06,0.226,-5.292999999999999,0.315,135.082,0.43
Honey Dew,59,166678,0.0559999999999999,0.735,0.903,0.0,0.2319999999999999,-4.793,0.254,130.095,0.4589999999999999
Pick Up The Phone,55,214133,0.068,0.607,0.564,3.58e-06,0.103,-9.582,0.3289999999999999,139.66299999999998,0.579
Like Yours,46,220813,0.0505,0.352,0.965,0.0,0.0553,-2.486,0.3329999999999999,140.184,0.437
Jumpy Remix,65,281574,0.0756,0.685,0.818,0.0,0.083,-5.317,0.446,126.909,0.599
Athlete,52,264362,0.0249,0.6459999999999999,0.7709999999999999,0.0,0.488,-5.756,0.32,139.89600000000002,0.161
Road Rage 2,50,192181,0.168,0.529,0.8859999999999999,0.0,0.102,-6.331,0.439,80.595,0.3389999999999999
Blacked Out,57,228000,0.371,0.604,0.809,0.0,0.113,-5.178,0.476,173.739,0.275
Clash Of The Titans,56,185116,0.5670000000000001,0.514,0.777,0.0,0.297,-9.196,0.351,137.55200000000002,0.716
How U Feelin?,53,221379,0.215,0.78,0.647,0.0,0.0605,-6.507999999999999,0.267,115.928,0.3
Come Through,58,265160,0.18,0.489,0.8290000000000001,0.0,0.5379999999999999,-8.068999999999999,0.478,139.58,0.6940000000000001
Remember Me,50,181220,0.4,0.526,0.867,0.0,0.2689999999999999,-4.381,0.315,100.979,0.924
Standard,42,230571,0.418,0.768,0.589,0.0,0.0822,-8.781,0.46,139.441,0.423
The Sesh,51,218772,0.0232,0.723,0.952,0.0,0.451,-2.559,0.0828,126.002,0.6729999999999999
Separation (feat. Maverick Sabre),59,250213,0.574,0.513,0.644,0.0,0.144,-7.111000000000001,0.2769999999999999,139.57299999999998,0.482
Big For Your Boots,68,238418,0.0313,0.515,0.902,0.0,0.093,-4.729,0.3829999999999999,174.58900000000003,0.628
Drivers,42,192052,0.087,0.595,0.583,1.09e-06,0.0822,-10.045,0.375,140.284,0.3429999999999999
Stay with It,61,236904,0.0184,0.831,0.812,0.0,0.191,-5.916,0.0971,139.964,0.34
6ix Flags,44,222400,0.0791,0.659,0.615,0.0,0.172,-9.232,0.327,149.877,0.589
Right Now (feat. JME & Frisco),49,206130,0.225,0.623,0.912,0.0,0.0639,-2.427,0.342,135.09799999999998,0.664
Gassed Up Yutes,47,229714,0.123,0.8170000000000001,0.8320000000000001,0.0,0.0727,-5.121,0.305,139.96200000000002,0.757
It's Long Fam,45,191082,0.105,0.784,0.612,2.3800000000000003e-05,0.11,-7.256,0.15,157.01,0.4639999999999999
Don't Believe You,52,241079,0.044,0.8079999999999999,0.908,0.0,0.184,-4.06,0.384,139.796,0.483
Slumdog Millionaire,52,195040,0.00198,0.5760000000000001,0.664,5.17e-06,0.123,-6.215,0.0812,139.532,0.0637
And Dat,41,211950,0.0055299999999999,0.759,0.6729999999999999,0.0243,0.322,-8.282,0.0686,140.05100000000002,0.696
Death Do Us Part,57,265746,0.299,0.396,0.802,0.0,0.0822,-6.428,0.26,138.15200000000002,0.648
Like Juve (Juventus),42,194873,0.153,0.407,0.959,8.36e-06,0.113,-6.081,0.447,140.005,0.5670000000000001
Warning,58,222826,0.0452,0.562,0.908,0.000486,0.0979,-4.408,0.376,139.947,0.529
Revolver Riddim,44,198300,0.402,0.757,0.911,0.0,0.2269999999999999,-4.663,0.372,140.22799999999998,0.7040000000000001
Preach,52,194293,0.0262,0.674,0.902,0.0,0.314,-5.379,0.2739999999999999,140.156,0.607
Born On Your Own,46,170935,0.198,0.679,0.7609999999999999,0.0,0.0861,-9.238,0.42,138.6,0.752
Do My Ting,42,194571,0.221,0.622,0.7659999999999999,0.0,0.0553,-8.212,0.429,140.534,0.677
Spin Ya,54,269679,0.14,0.515,0.8759999999999999,0.0,0.741,-5.647,0.3929999999999999,177.32,0.619
Live in the Booth,45,207492,0.00577,0.439,0.831,0.0,0.064,-4.195,0.3429999999999999,140.382,0.467
One Flow,42,165459,0.0166,0.595,0.919,0.0,0.0996,-4.754,0.364,174.239,0.495
Submarine,54,208640,0.308,0.691,0.635,1.14e-06,0.177,-9.162,0.352,140.047,0.701
Flexin,43,169711,0.125,0.8490000000000001,0.7979999999999999,0.0,0.127,-4.816,0.314,139.96,0.89
Man On Fire,37,177127,0.307,0.594,0.934,0.0,0.3939999999999999,-7.397,0.391,137.064,0.825
London,51,205000,0.156,0.715,0.76,1.7800000000000002e-05,0.625,-5.757999999999999,0.172,139.965,0.405
We Run Tingz,37,154285,0.306,0.521,0.937,0.0,0.17,-1.339,0.309,139.917,0.5479999999999999
Over the Moon,38,130455,0.124,0.833,0.73,2.68e-06,0.875,-7.837000000000001,0.349,140.063,0.499
¥£$,42,162206,0.184,0.79,0.422,0.0147,0.327,-12.092,0.245,145.097,0.2239999999999999
Shellington Crescent,51,170000,0.00854,0.6629999999999999,0.8190000000000001,0.0,0.1,-6.784,0.302,137.871,0.335
Oddity,38,158117,0.0612,0.825,0.802,0.000213,0.144,-5.335,0.133,169.99400000000003,0.401
Shots,36,141900,0.0835,0.861,0.514,0.0,0.162,-8.815,0.247,135.003,0.372
King,47,151000,0.123,0.838,0.5720000000000001,0.000264,0.1119999999999999,-7.657,0.336,138.13299999999998,0.2289999999999999
Answering Phone,40,170083,0.345,0.6,0.7609999999999999,0.0,0.204,-8.405,0.4679999999999999,134.078,0.7290000000000001
Stop Me,31,199387,0.138,0.687,0.902,0.0,0.198,-5.781000000000001,0.198,139.876,0.493
It Wasn't Me,73,227546,0.0503,0.852,0.604,0.0,0.327,-4.569,0.0642,94.762,0.667
Every time we touch,26,197124,0.00281,0.633,0.976,1.29e-05,0.382,-5.362,0.0519,142.02700000000002,0.493
Come On Eileen,72,287306,0.648,0.45,0.6579999999999999,3.14e-06,0.264,-7.064,0.0472,106.799,0.7809999999999999
I Want It That Way,40,213026,0.24,0.6829999999999999,0.687,0.0,0.131,-5.832999999999999,0.0274,99.035,0.502
Stacy's Mom,75,197986,0.0021,0.774,0.75,1.85e-05,0.0808,-4.927,0.0413,118.015,0.925
Call Me Maybe,57,193466,0.0109,0.7809999999999999,0.599,1.12e-06,0.109,-6.501,0.0436,120.053,0.608
All Star,56,200560,0.0369,0.738,0.861,0.0,0.0942,-5.916,0.0324,104.027,0.7559999999999999
Mambo No. 5 (A Little Bit of...),19,220133,0.0972,0.611,0.831,0.0,0.308,-5.394,0.3939999999999999,174.245,0.915
Torn,68,244666,0.0647,0.575,0.8859999999999999,0.000187,0.7090000000000001,-5.182,0.034,96.308,0.608
I Believe In A Thing Called Love,71,217653,0.0538,0.442,0.846,4.71e-06,0.282,-5.214,0.0764,128.235,0.622
Country Grammar (Hot Shit),69,287000,0.00802,0.872,0.6729999999999999,0.0,0.155,-6.879,0.108,162.781,0.527
My Own Worst Enemy,73,169026,0.00129,0.494,0.946,0.0,0.3979999999999999,-2.757,0.0637,103.408,0.741
Genie in a Bottle,16,217133,0.185,0.633,0.792,0.000185,0.152,-6.968,0.149,175.795,0.918
Butterfly,73,216733,0.00132,0.736,0.8109999999999999,0.0001419999999999,0.107,-4.17,0.081,103.502,0.609
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],75,202626,0.00627,0.7659999999999999,0.873,0.0,0.0764,-6.381,0.143,126.988,0.743
Barbie Girl,63,197773,0.0146,0.8140000000000001,0.955,0.283,0.218,-5.905,0.0377,129.99200000000002,0.963
Total Eclipse of the Heart,75,269786,0.195,0.435,0.6579999999999999,0.0,0.102,-8.179,0.0661,130.276,0.184
Unwritten,77,259333,0.00577,0.706,0.8009999999999999,0.0,0.0822,-6.332999999999999,0.0399,100.013,0.63
Save Tonight,68,239226,9.24e-05,0.547,0.693,5.4600000000000006e-05,0.113,-8.786,0.0353,119.567,0.583
No Rain,75,217106,0.619,0.389,0.476,5.09e-05,0.255,-9.342,0.0316,148.11700000000002,0.5660000000000001
Steal My Sunshine - Single Version,59,211466,0.527,0.405,0.944,0.0,0.214,-8.472999999999999,0.249,192.147,0.71
Centerfold,72,216533,0.249,0.653,0.677,0.0,0.4029999999999999,-12.244000000000002,0.0396,114.37,0.888
All That She Wants,11,211533,0.0044399999999999,0.8009999999999999,0.6409999999999999,3.54e-05,0.105,-9.097,0.0565,93.773,0.8290000000000001
Bad Day,47,233919,0.27,0.583,0.667,3.64e-05,0.1669999999999999,-7.351,0.0289999999999999,140.028,0.53
Hey There Delilah,56,226493,0.861,0.624,0.28,1.51e-06,0.1159999999999999,-10.415,0.0289999999999999,105.087,0.288
The Bad Touch,69,260506,0.00474,0.841,0.741,0.0121,0.0911,-6.222,0.0392,122.984,0.97
Don't Stop Believin',76,248906,0.25,0.491,0.802,0.0,0.387,-7.106,0.0392,119.25,0.472
Fat Lip,74,178266,0.000618,0.574,0.911,0.0,0.0769,-5.176,0.0715,98.075,0.573
Fly,56,244560,0.0235,0.836,0.644,0.1939999999999999,0.297,-8.11,0.0522,99.721,0.652
Carry on Wayward Son,66,322093,0.00283,0.4529999999999999,0.7879999999999999,0.0001189999999999,0.441,-5.712000000000001,0.0326,126.737,0.7929999999999999
One Week,56,169760,0.00854,0.7020000000000001,0.898,0.000154,0.0917,-6.002999999999999,0.0373,112.845,0.731
Careless Whisper,76,300106,0.128,0.574,0.629,0.0,0.271,-8.815,0.0363,153.119,0.7859999999999999
Macarena,62,249506,0.422,0.927,0.721,4.36e-05,0.0422,-12.561,0.0908,103.018,0.965
Blue (Da Ba Dee) - Extended Remix,6,286666,0.236,0.8240000000000001,0.978,0.000718,0.3929999999999999,-9.244,0.0616,127.997,0.78
Africa,86,295893,0.257,0.6709999999999999,0.373,7.950000000000001e-05,0.0481,-18.064,0.0323,92.717,0.732
Tubthumping,64,278960,0.1169999999999999,0.606,0.8640000000000001,0.0,0.366,-7.504,0.0919,103.834,0.579
Cotton Eye Joe,59,193826,0.0124,0.738,0.937,0.00206,0.0338,-7.787999999999999,0.0668,131.994,0.614
Man! I Feel Like A Woman!,61,233693,0.475,0.667,0.753,0.0,0.0915,-3.035,0.0336,124.979,0.6990000000000001
Pretty Fly (For A White Guy),73,188666,0.1119999999999999,0.722,0.901,0.0,0.0674,-3.66,0.105,143.401,0.963
Bye Bye Bye,73,200400,0.031,0.61,0.926,0.0012,0.0821,-4.843,0.0479,172.638,0.861
My Band,70,298773,0.497,0.851,0.8490000000000001,2.05e-06,0.1159999999999999,-3.383,0.0828,120.014,0.8440000000000001
Wake Me up Before You Go-Go,24,230666,0.192,0.612,0.738,0.0,0.0779,-6.648,0.0479,81.327,0.883
Just A Friend,63,238266,0.12,0.862,0.6629999999999999,0.0,0.318,-9.004,0.21,85.30799999999999,0.8370000000000001
Wannabe,81,173026,0.1009999999999999,0.768,0.8640000000000001,0.0,0.162,-6.145,0.0324,110.008,0.8909999999999999
"Boom, Boom, Boom, Boom!!",60,201840,0.0108,0.8,0.894,0.437,0.0285,-7.346,0.04,138.48,0.967
Teenage Dirtbag,72,241840,0.36,0.617,0.84,8.85e-05,0.179,-4.063,0.0512,94.676,0.57
Toxic,60,198813,0.0279,0.774,0.847,0.0183,0.241,-3.925,0.121,143.011,0.923
I Love It (feat. Charli XCX) - Original Version,68,155337,0.00855,0.7140000000000001,0.905,2.55e-05,0.146,-2.6630000000000003,0.0289,125.927,0.838
Ice Ice Baby,71,254466,0.0023,0.978,0.787,4.6e-06,0.102,-2.79,0.0394,116.006,0.597
What's Up?,80,295493,0.16,0.561,0.555,0.0,0.114,-9.734,0.0287,134.369,0.497
Baby Got Back,56,260866,0.00391,0.936,0.76,3.39e-06,0.0394,-7.872999999999999,0.282,128.47899999999998,0.657
All The Small Things,80,168000,0.0122,0.439,0.8909999999999999,0.0,0.547,-4.763999999999999,0.057,148.599,0.695
"Sugar, We're Goin Down",79,229093,0.00898,0.499,0.8240000000000001,0.0,0.163,-4.7410000000000005,0.0794,161.977,0.6990000000000001
You Get What You Give,75,300773,0.171,0.618,0.8959999999999999,0.0,0.0875,-5.357,0.0307,113.961,0.711
Wild Wild West - Album Version With Intro,59,268453,0.0983,0.861,0.597,0.0,0.176,-7.221,0.162,107.016,0.6940000000000001
I'd Do Anything for Love (But I Won't Do That) - Radio Edit,9,321973,0.612,0.395,0.535,0.0,0.298,-9.105,0.0689,103.783,0.356
A Thousand Miles,67,237440,0.314,0.56,0.825,0.0,0.2269999999999999,-3.794,0.0352,94.931,0.3389999999999999
Closing Time,59,274160,0.0196,0.484,0.841,1.71e-06,0.148,-5.438,0.0291,92.124,0.304
Summer Of '69,19,212933,0.0155,0.497,0.852,0.0,0.0793,-5.517,0.0405,138.8,0.713
Good Vibrations,59,269306,0.00234,0.7140000000000001,0.953,0.376,0.0245,-8.354,0.0543,121.653,0.882
U Can't Touch This,73,257360,0.00456,0.867,0.517,0.000339,0.0864,-13.222,0.0875,133.148,0.866
Never Gonna Give You Up,55,212400,0.0262,0.695,0.976,2.4100000000000003e-05,0.182,-6.982,0.0428,113.357,0.937
Two Princes,74,256733,0.00162,0.5429999999999999,0.912,2.1e-06,0.0565,-10.71,0.0601,103.731,0.836
1985,61,193000,0.000246,0.607,0.878,0.0,0.337,-4.422,0.0665,119.955,0.853
Sussudio,12,264946,0.0154,0.736,0.838,0.0608,0.0454,-6.932,0.0725,121.242,0.79
I Kissed A Girl,63,179640,0.00223,0.6990000000000001,0.76,0.0,0.132,-3.173,0.0677,129.996,0.696
Smooth Criminal,75,209266,0.00434,0.647,0.964,0.0036,0.15,-4.225,0.06,126.942,0.875
Iris,79,289906,0.00133,0.291,0.79,5.61e-06,0.0811,-5.683,0.0363,155.667,0.513
Tipsy - Radio Mix,65,243026,0.0484,0.925,0.748,0.0,0.1009999999999999,-5.572,0.278,92.978,0.615
Livin' On A Prayer,63,250626,0.0665,0.52,0.887,0.000179,0.186,-3.2960000000000003,0.0349,122.528,0.7929999999999999
Sweet Caroline,12,201066,0.365,0.546,0.254,0.0008619999999999,0.262,-10.545,0.0279,63.978,0.59
Beverly Hills,4,196066,0.0907,0.555,0.825,0.0,0.32,-3.779,0.142,175.61,0.75
Party Up,51,274053,0.0861,0.49,0.927,0.0,0.0833,-3.826,0.34,201.83,0.495
Livin' la Vida Loca,73,243160,0.00411,0.425,0.954,0.0,0.0555,-3.756,0.0476,178.043,0.933
Tainted Love,50,202693,0.0010199999999999,0.621,0.8759999999999999,0.0,0.1689999999999999,-7.785,0.0751,142.023,0.569
Mr. Jones,8,272733,0.181,0.5770000000000001,0.82,8.599999999999999e-06,0.165,-5.4910000000000005,0.0365,141.61,0.753
The Boys of Summer,67,258000,0.000674,0.251,0.954,0.000132,0.0975,-2.879,0.0691,191.05900000000003,0.264
MMMBop,64,268653,0.00565,0.693,0.937,0.00411,0.0778,-6.297999999999999,0.0503,104.844,0.662
Steal My Sunshine,61,265533,0.3939999999999999,0.413,0.8290000000000001,0.0,0.108,-11.111,0.529,191.477,0.677
I'm Just A Kid,14,198333,0.00107,0.527,0.8340000000000001,0.000102,0.0993,-5.531000000000001,0.0447,110.065,0.422
Lovefool - Radio Edit,75,193893,0.0646,0.64,0.602,0.0,0.375,-7.902,0.0299,111.87,0.951
Miami,72,197416,0.0339,0.877,0.534,1.73e-05,0.0441,-6.18,0.151,108.171,0.89
Don't Go Breaking My Heart,48,273400,0.18,0.725,0.838,2.36e-06,0.1119999999999999,-9.063,0.0355,131.47799999999998,0.746
We Didn't Start the Fire,59,288400,0.0849,0.711,0.967,0.0,0.245,-5.204,0.0474,145.024,0.892
Down Under,76,220866,0.0485,0.746,0.79,0.0261,0.0534,-4.7,0.0257,107.231,0.8909999999999999
What's Luv? (feat. Ja-Rule & Ashanti),74,267093,0.0219,0.835,0.7070000000000001,2.19e-05,0.108,-5.074,0.0598,93.955,0.919
I'm Like A Bird,51,243160,0.149,0.615,0.633,0.0,0.298,-5.113,0.0388,89.662,0.622
Nothing Compares 2 U,11,280040,0.0425,0.511,0.574,2.33e-05,0.105,-7.016,0.0273,119.917,0.161
Believe,77,239026,0.0082,0.652,0.917,0.0,0.0509,-6.72,0.0548,132.975,0.4589999999999999
Freek-A-Leek,64,235186,0.0744,0.7559999999999999,0.691,0.0,0.364,-3.718,0.178,104.999,0.632
I Don't Want to Miss a Thing,78,298760,0.165,0.3829999999999999,0.662,0.0,0.248,-5.162000000000001,0.0333,121.154,0.138
Push,72,238666,0.0067,0.42,0.672,0.0,0.108,-7.902,0.027,168.019,0.476
Rock Me Amadeus - The Gold Mix,5,203173,0.409,0.62,0.778,0.00258,0.0903,-11.061,0.121,176.667,0.912
My Sharona,74,295400,0.0589,0.586,0.7,0.00125,0.0318,-9.558,0.0363,147.245,0.897
California - Tchad Blake Mix,69,193933,0.0387,0.4,0.805,5.4000000000000005e-05,0.109,-7.305,0.0407,158.459,0.324
The Rhythm of the Night,70,264280,0.0002319999999999,0.69,0.805,0.7390000000000001,0.095,-11.522,0.0336,127.808,0.799
Swing,57,217893,0.0216,0.8859999999999999,0.474,0.0,0.088,-8.045,0.2739999999999999,150.06799999999998,0.825
Grace Kelly,60,187733,0.0219,0.6779999999999999,0.847,0.0329,0.373,-5.825,0.0519,122.287,0.601
Mean,62,237733,0.452,0.568,0.7609999999999999,0.0,0.217,-3.987,0.0459,163.97400000000002,0.789
In the Summertime,18,211880,0.7240000000000001,0.754,0.449,0.0,0.162,-14.013,0.0615,82.751,0.973
Adrian,64,212485,0.0439,0.695,0.8690000000000001,9.940000000000002e-05,0.1669999999999999,-3.844,0.0637,112.949,0.32
Ultimatum - Edit,70,213381,0.303,0.838,0.706,0.863,0.0712,-7.626,0.067,118.017,0.7759999999999999
Let's Go,22,191428,0.0238,0.624,0.847,0.902,0.0674,-5.462000000000001,0.034,125.997,0.179
Lullaby,80,204022,0.0784,0.725,0.8340000000000001,1.27e-05,0.0834,-3.913,0.037,120.026,0.8590000000000001
Mama Look At Me Now,71,178131,0.0259,0.59,0.6779999999999999,2.2e-05,0.0707,-5.48,0.0384,126.061,0.4
Dreamer,79,251147,0.0237,0.627,0.847,0.0,0.212,-5.303,0.0352,126.017,0.611
Funky Sensation,69,215593,0.0101,0.6779999999999999,0.795,0.0159,0.0981,-6.309,0.131,118.006,0.648
Born To Be Yours,77,193320,0.3,0.688,0.688,0.0,0.0982,-5.84,0.0357,114.011,0.451
Solid,63,171567,0.002,0.603,0.7390000000000001,0.746,0.6509999999999999,-5.783,0.0395,128.029,0.21
Back In Your Heart,67,172000,0.121,0.531,0.863,0.0,0.123,-4.082,0.114,120.055,0.584
Live Like This,62,183182,0.0036899999999999,0.56,0.727,0.000126,0.239,-6.602,0.1169999999999999,127.97,0.346
Head Up,67,191219,0.336,0.439,0.944,0.0,0.0893,-1.864,0.221,122.739,0.278
Turn Around - Youngr Bootleg,58,206505,0.0147,0.633,0.7759999999999999,1.84e-05,0.163,-6.763,0.095,131.951,0.311
Satisfied (feat. MAX),73,155939,0.00759,0.75,0.6509999999999999,0.0,0.521,-4.655,0.121,120.055,0.928
The Nights,80,176658,0.0166,0.527,0.835,0.0,0.249,-5.297999999999999,0.0433,125.983,0.654
"September - Throttle x Earth, Wind & Fire",65,256622,0.0234,0.71,0.893,4.89e-06,0.335,-5.904,0.149,122.018,0.4579999999999999
Feel Good,76,166946,0.115,0.7090000000000001,0.904,0.000247,0.1669999999999999,-3.916,0.0388,125.947,0.6679999999999999
Dished (Male Stripper) - Edit,50,160522,0.0503,0.685,0.92,0.901,0.0605,-5.875,0.0297,123.011,0.625
Feels Great (feat. Fetty Wap & CVBZ),56,193568,0.0477,0.53,0.81,0.0,0.127,-3.726,0.0547,90.03,0.255
Don't Stop,60,187008,0.00197,0.628,0.908,0.19,0.235,-3.622,0.045,122.024,0.882
Dreams - Lost Kings Remix,59,206013,0.281,0.623,0.89,0.0,0.118,-3.832,0.0377,127.978,0.665
Golden Pineapple,18,188110,0.000696,0.667,0.948,0.973,0.151,-4.149,0.104,125.973,0.3229999999999999
Ride Or Die (feat. Foster The People) - Vicetone Remix,65,195789,0.35,0.6,0.871,0.0,0.0584,-4.527,0.0492,113.967,0.511
Neutron Dance - Edit,64,171613,0.0123,0.679,0.843,0.917,0.3279999999999999,-7.377999999999999,0.0396,125.03,0.8270000000000001
Feels Like Home,74,219080,0.141,0.7490000000000001,0.907,0.0,0.108,-3.168,0.0638,124.958,0.68
Go with the Flow,61,176625,0.133,0.7240000000000001,0.901,0.000571,0.11,-4.383,0.0763,120.016,0.695
Oh Baby,57,159895,0.0281,0.696,0.7979999999999999,0.00119,0.118,-5.011,0.0345,124.023,0.3879999999999999
Better Not (feat. Wafia),80,222865,0.278,0.7829999999999999,0.537,0.0,0.2289999999999999,-2.9210000000000003,0.0749,113.977,0.392
Just Don't Know It Yet,64,171428,0.0232,0.688,0.838,0.0,0.131,-3.25,0.114,126.069,0.359
Footprint,61,200624,0.0131,0.599,0.858,0.0252,0.37,-6.098,0.151,128.00799999999998,0.226
Anywhere,60,176500,0.00306,0.615,0.8270000000000001,1.57e-05,0.222,-4.796,0.0327,126.012,0.0695
Spread Love (Paddington) [feat. DVNO],67,192731,0.0215,0.7290000000000001,0.899,0.00118,0.1159999999999999,-4.757,0.191,121.97,0.623
Get What You Give,60,219173,0.0143,0.626,0.748,0.0,0.123,-5.899,0.0345,121.067,0.223
Move (Time To Get Loose),40,188438,0.0057799999999999,0.7909999999999999,0.7929999999999999,0.0268,0.25,-7.546,0.0617,123.97,0.895
Saturday Night,58,186382,0.1159999999999999,0.779,0.8909999999999999,0.00541,0.0396,-4.754,0.0903,122.995,0.7829999999999999
Drift,56,207772,0.00611,0.496,0.966,0.953,0.0671,-3.568,0.0407,126.017,0.0615
Chateau - ARTY Remix,58,227244,0.036,0.552,0.821,0.0851,0.0618,-4.2410000000000005,0.026,126.954,0.401
This Time,55,188160,0.0244,0.578,0.861,0.0101,0.1689999999999999,-4.591,0.133,125.062,0.156
Changa - Blanke Remix,59,188470,0.033,0.53,0.789,0.119,0.272,-5.546,0.0431,110.086,0.0654
Save A Little Love,62,202930,0.0104,0.629,0.909,0.0,0.5529999999999999,-2.582,0.108,121.943,0.321
Rain,62,202517,0.00209,0.49,0.8640000000000001,0.0269,0.1689999999999999,-4.165,0.0308,128.047,0.0579
Dance 2 Your Heartbeat,56,213333,0.0139999999999999,0.657,0.92,0.0147,0.337,-4.323,0.0373,126.008,0.355
Last Night A DJ Saved My Life (feat. Anané & Tony Touch),55,296446,0.00526,0.937,0.4589999999999999,0.00426,0.198,-8.234,0.104,114.997,0.7509999999999999
Bambini,15,162187,0.000763,0.477,0.916,0.684,0.124,-4.94,0.037,127.988,0.1119999999999999
Stockholm Skies (feat. Tom Taped & Alex Aris),56,273440,0.0172,0.5589999999999999,0.759,0.00558,0.158,-5.8660000000000005,0.0394,128.001,0.145
Inhale,35,190730,0.0224,0.74,0.8170000000000001,0.0,0.0643,-4.35,0.0642,118.029,0.47
All We Need Is Love,55,219997,0.0422,0.601,0.901,0.0,0.0861,-3.731,0.0579,122.098,0.315
I Can Be Somebody,63,277500,0.0168,0.634,0.482,0.00115,0.147,-8.398,0.0331,127.928,0.238
Never Let You Go (feat. John Newman),69,232906,0.0741,0.735,0.747,0.0,0.103,-4.959,0.0837,123.025,0.555
This Song,58,247506,0.0712,0.6709999999999999,0.763,0.000655,0.171,-6.077999999999999,0.0434,120.013,0.304
At Twilight,54,250971,0.00315,0.45,0.872,0.83,0.071,-5.312,0.0408,175.025,0.2
You Can't Hurry Love,28,165080,0.762,0.617,0.81,0.0,0.134,-6.513,0.0798,97.389,0.65
"Sugar, Sugar",71,167186,0.466,0.736,0.871,0.0,0.108,-2.786,0.0278,122.395,0.967
"I Can't Help Myself (Sugar Pie, Honey Bunch)",57,166466,0.1969999999999999,0.6920000000000001,0.633,0.0,0.0929,-7.733,0.0291,126.812,0.965
My Girl,15,176066,0.37,0.5920000000000001,0.512,0.0,0.243,-6.27,0.0427,104.826,0.565
Respect,74,147600,0.1639999999999999,0.805,0.5579999999999999,2.2e-05,0.0546,-5.226,0.0409999999999999,114.95,0.965
Ain't No Mountain High Enough,41,151666,0.482,0.669,0.616,0.0,0.179,-10.776,0.033,130.037,0.818
Brown Eyed Girl,80,183306,0.182,0.491,0.583,0.0,0.407,-10.964,0.0376,150.572,0.907
Wouldn't It Be Nice - 2012 - Remaster,54,153866,0.7240000000000001,0.385,0.657,0.0,0.105,-6.975,0.0342,124.895,0.672
"Signed, Sealed, Delivered (I'm Yours)",65,158040,0.00495,0.6459999999999999,0.784,0.0,0.061,-6.1370000000000005,0.0334,108.84,0.8190000000000001
Build Me Up Buttercup,73,177533,0.313,0.66,0.512,0.0,0.283,-7.183,0.0294,133.607,0.852
Here Comes The Sun - Remastered 2009,82,185733,0.0339,0.557,0.54,0.00248,0.179,-10.484000000000002,0.0347,129.171,0.3939999999999999
I Want You Back,60,180893,0.466,0.674,0.584,0.00195,0.187,-8.204,0.0318,98.293,0.96
(What A) Wonderful World,71,125440,0.627,0.691,0.507,0.0,0.457,-10.23,0.0343,128.518,0.885
(Your Love Keeps Lifting Me) Higher & Higher,73,181066,0.176,0.631,0.69,0.0,0.121,-6.676,0.0531,94.574,0.938
This Will Be (An Everlasting Love) - 2003 Digital Remaster,65,171360,0.185,0.682,0.605,0.00326,0.0469,-10.771,0.0403,125.96,0.914
"Oh, Pretty Woman",60,176213,0.309,0.662,0.6890000000000001,7.77e-06,0.0476,-6.227,0.03,126.624,0.947
Be My Baby,72,160906,0.181,0.511,0.769,0.0,0.0921,-7.032,0.042,129.657,0.818
It's Not Unusual,16,119933,0.609,0.479,0.67,0.0,0.336,-10.476,0.045,92.1,0.926
Baby Love,68,158040,0.782,0.5820000000000001,0.636,0.0,0.534,-9.266,0.0381,135.769,0.715
Do You Believe in Magic?,66,125826,0.218,0.552,0.742,0.0,0.3389999999999999,-7.962999999999999,0.0454,138.591,0.7509999999999999
